LOC100128977|100128977
LOC100130148|100130148
LOC100190939|100190939
LOC145837|145837
LOC284578|284578
LOC285629|285629
LOC728264|728264
LOC84740|84740
LOC84856|84856
LONRF2|164832
LPIN1|23175
LPO|4025
LRBA|987
LRIG1|26018
LRP8|7804
LRRC46|90506
LRRC48|83450
LRRC50|123872
LRTOMT|220074
LY6D|8581
LYAR|55646
MAB21L1|4081
MAD2L1|4085
MAGEB4|4115
MAGED2|10916
MAGOH|4116
MAG|4099
MAMDC2|256691
MAML3|55534
MAN2B2|23324
MAP2|4133
MAP3K12|7786
MAPK4|5596
MAPT|4137
MASTL|84930
MATN4|8785
MCCC2|64087
MCM10|55388
MCM2|4171
MCM3|4172
MCM4|4173
MCM6|4175
MCM7|4176
MDGA2|161357
MED30|90390
MEIS3P1|4213
MELK|9833
MEMO1|51072
MFGE8|4240
MFI2|4241
MGC3771|81854
MIA|8190
MICALL1|85377
MID1|4281
MKL2|57496
MLPH|79083
MND1|84057
MOAP1|64112
MOBKL2B|79817
MPHOSPH6|10200
MPP6|51678
MPP7|143098
MRPL15|29088
MRPL37|51253
MRPL47|57129
MSH6|2956
MSL3|10943
MSLN|10232
MTERFD1|51001
MTHFD1L|25902
MYBL2|4605
MYH11|4629
MYO10|4651
MYO5C|55930
MYRIP|25924
NASP|4678
NAT1|9
NBEA|26960
NBR1|4077
NCAM2|4685
NCAPD2|9918
NCAPG2|54892
NCAPG|64151
NCAPH|23397
NCK2|8440
NCRNA00092|100188953
NCRNA00162|378825
NDC80|10403
NDUFAF4|29078
NEIL3|55247
NEK10|152110
NEK11|79858
NEK5|341676
NEK9|91754
NIP7|51388
NME5|8382
NOL10|79954
NOP2|4839
NOP58|51602
NOSTRIN|115677
NOTCH1|4851
NOVA1|4857
NPM2|10361
NPNT|255743
NR2E1|7101
NRG2|9542
NRIP2|83714
NRTN|4902
NT5DC2|64943
NUBPL|80224
NUDCD1|84955
NUDT12|83594
NUDT16|131870
NUDT5|11164
NUF2|83540
NUP93|9688
NXNL2|158046
NXN|64359
NXPH3|11248
OCA2|4948
ODC1|4953
OIP5|11339
OLAH|55301
OPRK1|4986
ORC1L|4998
ORC6L|23594
OSCP1|127700
OSR1|130497
P4HTM|54681
PAK1IP1|55003
PAMR1|25891
PAPD7|11044
PAPL|390928
PAPSS1|9061
PCBD2|84105
PCDH8|5100
PCNA|5111
PCSK4|54760
PDCD5|9141
PDE7A|5150
PDE9A|5152
PDGFD|80310
PDIA6|10130
PDSS1|23590
PEX11A|8800
PFKP|5214
PGBD5|79605
PGGT1B|5229
PGLYRP2|114770
PGLYRP4|57115
PGM5|5239
PGPEP1|54858
PGR|5241
PHF15|23338
PHGDH|26227
PHOSPHO2|493911
PHYHD1|254295
PI3|5266
PIF1|80119
PLK1|5347
PLK4|10733
PLOD1|5351
PM20D2|135293
PNMA3|29944
PNO1|56902
PNPLA4|8228
PNPLA7|375775
POLQ|10721
POLR1E|64425
POLR2D|5433
POLR3G|10622
POP1|10940
POU4F1|5457
POU5F1|5460
PPP1R14C|81706
PPYR1|5540
PRC1|9055
PRDM13|59336
PREX1|57580
PRICKLE2|166336
PRIM2|5558
PRKAB1|5564
PRKX|5613
PRNP|5621
PRR15|222171
PRRT3|285368
PRSS12|8492
PRSS33|260429
PRTFDC1|56952
PSAPL1|768239
PSAT1|29968
PSMB2|5690
PSMD14|10213
PSME4|23198
PSMG1|8624
PTCHD1|139411
PTDSS1|9791
PTGR2|145482
PTPN2|5771
PTPRT|11122
PTPRZ1|5803
PTTG1|9232
PTTG3P|26255
PTX3|5806
PVR|5817
RAB5B|5869
RABEP1|9135
RACGAP1|29127
RAD51AP1|10635
RAD51|5888
RAD54B|25788
RAD54L|8438
RAET1L|154064
RAI2|10742
RALGAPA1|253959
RALGPS2|55103
RANBP1|5902
RAN|5901
RAPGEF3|10411
RARA|5914
RARRES1|5918
RASGEF1C|255426
RBM17|84991
RBM28|55131
RBM38|55544
RCOR2|283248
RDH10|157506
REEP1|65055
REEP5|7905
REEP6|92840
RERG|85004
RFC2|5982
RFC4|5984
RGMA|56963
RGR|5995
RGS20|8601
RGS22|26166
RHCG|51458
RHEB|6009
RHOB|388
RIOK1|83732
RIPK2|8767
RLBP1|6017
RMND5B|64777
RNASE4|6038
RNASEH1|246243
RND1|27289
RNF103|7844
RNF145|153830
RNF8|9025
ROPN1B|152015
ROPN1|54763
RPH3AL|9501
RPIA|22934
RPP40|10799
RRP1B|23076
RSU1|6251
RTN4RL1|146760
RUNDC1|146923
S100B|6285
SALL2|6297
SBSN|374897
SCCPDH|51097
SCHIP1|29970
SCN2B|6327
SCN4B|6330
SCN7A|6332
SCNN1A|6337
SCRG1|11341
SCUBE2|57758
SDPR|8436
SEC14L4|284904
SEC16A|9919
SEH1L|81929
SEMA3B|7869
SEMA3C|10512
SEMA3F|6405
SEPHS1|22929
SEPSECS|51091
SERBP1|26135
SERPINA11|256394
SERPINA5|5104
SERPINB5|5268
SF3A3|10946
SFRP1|6422
SFRS13B|135295
SFT2D2|375035
SGOL1|151648
SGOL2|151246
SH3GL3|6457
SHC4|399694
SHCBP1|79801
SIDT1|54847
SKA1|220134
SKA3|221150
SKP1|6500
SKP2|6502
SLC15A1|6564
SLC16A1|6566
SLC16A6|9120
SLC22A16|85413
SLC22A5|6584
SLC24A1|9187
SLC25A13|10165
SLC25A19|60386
SLC26A9|115019
SLC39A6|25800
SLC39A9|55334
SLC40A1|30061
SLC43A3|29015
SLC44A4|80736
SLC46A1|113235
SLC4A8|9498
SLC6A11|6538
SLC6A14|11254
SLC6A15|55117
SLC6A2|6530
SLC7A13|157724
SLC7A2|6542
SLC7A5|8140
SLC7A8|23428
SMG5|23381
SMOC1|64093
SNED1|25992
SNRPA1|6627
SNRPG|6637
SNX32|254122
SOSTDC1|25928
SOX10|6663
SOX11|6664
SOX8|30812
SPAG5|10615
SPARCL1|8404
SPATA20|64847
SPDEF|25803
SPEF1|25876
SPEF2|79925
SPG11|80208
SPRY2|10253
SRD5A1|6715
SRPK1|6732
SSH3|54961
ST3GAL6|10402
ST8SIA1|6489
STAC|6769
STIL|6491
STK32B|55351
STK38|11329
STMN1|3925
SUGT1L1|283507
SUOX|6821
SUSD3|203328
SUV39H2|79723
SYBU|55638
SYNJ2BP|55333
SYNM|23336
SYT17|51760
SYT9|143425
SYTL2|54843
SYTL4|94121
SYTL5|94122
TADA2B|93624
TAF11|6882
TAF5|6877
TAPT1|202018
TBC1D7|51256
TBC1D9|23158
TBX19|9095
TCAM1P|146771
TCEAL1|9338
TCEAL7|56849
TCF19|6941
TCF7L1|83439
TCTN1|79600
TENC1|23371
TEX10|54881
TFF1|7031
TFF3|7033
TGM1|7051
THSD4|79875
TIGD2|166815
TIGD6|81789
TIMM8A|1678
TINAGL1|64129
TLE3|7090
TLX3|30012
TMBIM4|51643
TMBIM6|7009
TMC5|79838
TMCC2|9911
TMEM144|55314
TMEM171|134285
TMEM206|55248
TMEM25|84866
TMEM39B|55116
TMEM62|80021
TMEM74|157753
TMPRSS6|164656
TMSB15A|11013
TOX4|9878
TP53INP1|94241
TPCN1|53373
TPRG1|285386
TPSG1|25823
TPX2|22974
TRIM15|89870
TRIM29|23650
TRIM2|23321
TRIM3|10612
TRIM43|129868
TRIML2|205860
TRIP13|9319
TROAP|10024
TRPM8|79054
TSC22D3|1831
TSLP|85480
TSPAN13|27075
TSPAN15|23555
TSPAN1|10103
TTC18|118491
TTC28|23331
TTC36|143941
TTC7A|57217
TTC8|123016
TTK|7272
TTLL4|9654
TTYH1|57348
TUBA1C|84790
TUBA3D|113457
TUBA3E|112714
TUBB|203068
TYMS|7298
UBASH3B|84959
UBE2C|11065
UBE2E3|10477
UBE2T|29089
UBE2V2|7336
UBXN10|127733
UBXN2A|165324
UCK2|7371
UGT8|7368
ULBP1|80329
ULBP2|80328
ULBP3|79465
UPF0639|400224
UQCRHL|440567
UQCRH|7388
USP30|84749
UTP11L|51118
VGLL1|51442
VIPR1|7433
VPS39|23339
WDR19|57728
WDR65|149465
WDR67|93594
WDR77|79084
WDR93|56964
WFS1|7466
WNK4|65266
WNT6|7475
WWP1|11059
XBP1|7494
XPC|7508
XPO5|57510
YARS|8565
YBX1|4904
YEATS2|55689
ZBTB16|7704
ZBTB42|100128927
ZBTB4|57659
ZBTB7A|51341
ZER1|10444
ZIC1|7545
ZIC4|84107
ZMAT1|84460
ZMYND10|51364
ZNF280A|129025
ZNF396|252884
ZNF442|79973
ZNF454|285676
ZNF467|168544
ZNF552|79818
ZNF695|57116
ZNF703|80139
ZNF763|284390
